Headline,Body ID,Stance,,,,,,
Isis video claims to show beheading of British hostage David Haines,2440,discuss,,,,,,
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,872,discuss,,,,,,
Meteorite strike in Nicaragua puzzles experts,217,discuss,,,,,,
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,2463,discuss,,,,,,
"Boko Haram agrees to ceasefire, release of school girls",1195,discuss,,,,,,
FBI Probing Alleged Audio of Michael Brown Shooting,2317,discuss,,,,,,
ISIS executioner 'Jihadi John' named by media,2165,discuss,,,,,,
‘The cub of Baghdadi': ISIS reports its youngest jihadist ‘got martyred’ in battle,6,discuss,,,,,,
Insurgents killed in Nigeria despite alleged truce with Boko Haram,423,discuss,,,,,,
Tiger Woods serving secret PED suspension?,1339,discuss,,,,,,
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",1681,discuss,,,,,,
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,1398,discuss,,,,,,
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1487,discuss,,,,,,
Journalist James Wright Foley reportedly beheaded by ISIS,991,discuss,,,,,,
"Source: Pot in NYC may soon net just a ticket, not arrest",2372,discuss,,,,,,
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1472,discuss,,,,,,
Kim Jong-Un 'in hospital with two fractured ankles' after ballooning to around 20 stone and going on numerous 'meet the people' walkabout PR stunts,2417,discuss,,,,,,
Kim Jong-Un's sister reportedly running N. Korea,2344,discuss,,,,,,
ISIS Militants Allegedly Contracted Ebola,2138,discuss,,,,,,
ISIS Claims To Have Captured US Airdrop Weapons,2509,discuss,,,,,,
Mexico checks if 43 missing students in mass grave,983,discuss,,,,,,
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1430,discuss,,,,,,
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1206,discuss,,,,,,
Christian Bale will not play Steve Jobs,1131,discuss,,,,,,
CNN Posts Alleged Audio of Michael Brown Shooting,2434,discuss,,,,,,
CNN Plays Alleged Recording of Michael Brown Shooting,1605,discuss,,,,,,
"Would you pay $10,000 for the Apple Watch?",2187,discuss,,,,,,
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,502,discuss,,,,,,
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,2367,discuss,,,,,,
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2250,discuss,,,,,,
Missing American journalist reportedly beheaded by Islamic State ,1948,discuss,,,,,,
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2149,discuss,,,,,,
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",2139,discuss,,,,,,
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",2003,discuss,,,,,,
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,688,discuss,,,,,,
Islamic State militants claim to behead missing American journalist,2096,discuss,,,,,,
"Are missing students in mass graves found near Iguala, Mexico?",1795,discuss,,,,,,
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1818,discuss,,,,,,
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1106,discuss,,,,,,
"Yemen says U.S. man freed, sister says he’s dead",1187,discuss,,,,,,
Kim Jong-un 'so fat he has fractured his ankles',2053,discuss,,,,,,
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1430,discuss,,,,,,
British-born rapper is main suspect in search for ISIS jihadist who beheaded James Foley,1314,discuss,,,,,,
Is Kim Jong-Un Really Opening a Restaurant in Scotland?,1756,discuss,,,,,,
Priest who died for 48 minutes says he met God and she’s a woman,11,discuss,,,,,,
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2511,discuss,,,,,,
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,212,discuss,,,,,,
WHO investigates media reports ISIS fighters contracted Ebola,1974,discuss,,,,,,
"So, There Might Be a Rat Infestation at Vogue",2064,discuss,,,,,,
Batmobile Rumored To Have Been Stolen From Batman V. Superman: Dawn Of Justice Set,2135,discuss,,,,,,
"Despite ceasefire announcement, new Boko Haram attacks reported",2356,discuss,,,,,,
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2037,discuss,,,,,,
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,951,discuss,,,,,,
Predator drones being flown over Isil's Syrian 'capital',1159,discuss,,,,,,
Seth Rogen Is Woz,357,discuss,,,,,,
WTC rats scare off Anna Wintour,2520,discuss,,,,,,
The 'cub of Baghdadi': Has this boy become the youngest victim of Isis’s use of child soldiers?,1179,discuss,,,,,,
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1611,discuss,,,,,,
Purported ISIS claim: Jordan airstrike kills female US hostage,2387,discuss,,,,,,
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2118,discuss,,,,,,
CNN Airs Alleged Audio from Michael Brown Shooting,1715,discuss,,,,,,
ISIS cracks down on five confirmed Ebola cases among fighters: official,1778,discuss,,,,,,
Russians Bag Better Bigfoot Footage,2377,discuss,,,,,,
Nicaragua Meteorite Impact Theory May Be Meteor-wrong,2264,discuss,,,,,,
Amazon plans a streaming-video alternative,698,discuss,,,,,,
Audio of gunfire in Michael Brown case authenticated by app company,2317,discuss,,,,,,
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1106,discuss,,,,,,
Jordanian airstrike killed American aid worker held hostage by ISIS according to statement by militants,1337,discuss,,,,,,
America's oldest time capsule unearthed at Boston statehouse after being buried in 1795 by Sam Adams and Paul Revere,1997,discuss,,,,,,
Official: Gitmo prisoner traded for Bergdahl reaching out to Taliban,2236,discuss,,,,,,
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1588,discuss,,,,,,
Vogue’s Shiny New Office Has a Big Rat Problem,1149,discuss,,,,,,
Is Ebola Virus Spreading Among ISIS Militants? Reports Claim Jihadists Seeking Cure at Mosul Hospital,1175,discuss,,,,,,
ISIS Militant “Jihadi John” Identified As Young West Londoner,1780,discuss,,,,,,
Congressman: ‘At least 10 ISIS fighters’ caught trying to cross into US,2367,discuss,,,,,,
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,1948,discuss,,,,,,
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1010,discuss,,,,,,
Report—Jose Canseco accidentally shot at his home tonight,333,discuss,,,,,,
"Boko Haram Denies Truce, Says Kidnapped Girls Have Been “Married Off”",2463,discuss,,,,,,
Journalist James Wright Foley reportedly beheaded by ISIS,2147,discuss,,,,,,
"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor",2303,discuss,,,,,,
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,2047,discuss,,,,,,
Weatherman caught peeing live on camera,1855,discuss,,,,,,
Conflicting reports on alleged IS capture of Canadian woman,1168,discuss,,,,,,
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,423,discuss,,,,,,
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1588,discuss,,,,,,
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,850,discuss,,,,,,
Google to Buy Redwood City Offices for $585M,2329,discuss,,,,,,
Iraqi airstrike kills key ISIL leader,1634,discuss,,,,,,
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",991,discuss,,,,,,
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,1472,discuss,,,,,,
'The youngest martyr - the cub of al-Baghdadi': ISIS boasts a 10-year-old fighter has been killed as he went into battle with his father in Syria,299,discuss,,,,,,
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2440,discuss,,,,,,
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1987,discuss,,,,,,
Apple 'working on 12-inch MacBook Air',1063,discuss,,,,,,
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,2180,discuss,,,,,,
Missing American journalist reportedly beheaded by Islamic State ,456,discuss,,,,,,
Report: Apple Watch to Ship in March,376,discuss,,,,,,
TBS Is Probably Speeding Up ‘Seinfeld’ Reruns To Fit In More Commercials,2314,discuss,,,,,,
"Report: ISIS kidnaps Canadian-Israeli, former IDF soldier who went to fight with the Kurds",1862,discuss,,,,,,
HBO Reportedly in Talks with Apple for Launch of New Unbundled Streaming Service,1534,discuss,,,,,,
Isis claims to behead US journalist,1948,discuss,,,,,,
US officials: Video shows American's execution,1288,discuss,,,,,,
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1622,discuss,,,,,,
Resetting iOS 8 Preferences May Wipe iCloud Files,2054,discuss,,,,,,
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,981,discuss,,,,,,
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,2452,discuss,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,1692,discuss,,,,,,
ISIS Appears To Behead American Photojournalist In YouTube Video,1658,discuss,,,,,,
ISIS Reportedly Beheads American Photojournalist in Iraq,1721,discuss,,,,,,
Has Kim Yo-Jong Taken Over For Kim Jong Un? Sister Assumes North Korea State Duties While Brother Undergoes Medical Treatment,2470,discuss,,,,,,
Nigeria Boko Haram blamed for raids despite truce claim,2191,discuss,,,,,,
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",1330,discuss,,,,,,
'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1800,discuss,,,,,,
"Tropical spider burrows under man's skin, lives there for three days",2293,discuss,,,,,,
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1388,discuss,,,,,,
App brush list actually do so sister you tired it?,2420,discuss,,,,,,
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2495,discuss,,,,,,
Missing Mexico students not among 28 bodies found in mass grave,1912,discuss,,,,,,
Predator Drone Reportedly Spotted Over ISIS Stronghold,1657,discuss,,,,,,
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,2397,discuss,,,,,,
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,1370,discuss,,,,,,
Saudi Arabia 'fatwa over building of snowmen',2456,discuss,,,,,,
Street Artist BANKSY Arrested? Again?,1940,discuss,,,,,,
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,2399,discuss,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,2047,discuss,,,,,,
Rumors Of Fidel Castro's Death Circulate After Prolonged Absence From Public Life,2399,discuss,,,,,,
The iPhone 6 'Hairgate' Is Not a Thing,2476,discuss,,,,,,
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1522,discuss,,,,,,
"In Kim Jong Un's absence, his sister may rule. Or not.",2470,discuss,,,,,,
Kim Jong-un 'Had Surgery on Fractured Ankles',1095,discuss,,,,,,
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,1916,discuss,,,,,,
James Foley remembered as 'brave and tireless' journalist,1744,discuss,,,,,,
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1308,discuss,,,,,,
Man chops off his own penis after girlfriend told him he was no good in bed,1434,discuss,,,,,,
Christian Bale in Talks to Play Steve Jobs (Exclusive),1846,discuss,,,,,,
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2495,discuss,,,,,,
iOS 8 bug reportedly erases iCloud Drive documents when settings are reset,883,discuss,,,,,,
An audio recording of the Michael Brown shooting has reportedly surfaced,2149,discuss,,,,,,
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1658,discuss,,,,,,
"Meteorite makes big crater in Nicaragua, government says",1249,discuss,,,,,,
Conflicting reports on alleged IS capture of Canadian woman,1976,discuss,,,,,,
Source: Tom Brokaw Wants Brian Williams Fired,2176,discuss,,,,,,
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,1233,discuss,,,,,,
"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",2330,discuss,,,,,,
Report of Kim Jong-un’s ankle injury add fuel to rumours about his absence,2417,discuss,,,,,,
Fence jumper reportedly made it much further into White House than Secret Service said,1921,discuss,,,,,,
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,567,discuss,,,,,,
"Wildest Apple Watch rumor yet: 100,000 apps at launch",2090,discuss,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,600,discuss,,,,,,
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",2356,discuss,,,,,,
CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police,2434,discuss,,,,,,
Missing American journalist reportedly beheaded by Islamic State ,2386,discuss,,,,,,
"Report: Stainless steel Apple Watch will be priced $500, gold at $5,000",1983,discuss,,,,,,
"Apple Watch Gold Edition may cost as much as $5,000",1447,discuss,,,,,,
Ferguson riots: audio may have captured Michael Brown shooting,1009,discuss,,,,,,
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,1333,discuss,,,,,,
"What We Know About Kim Yo Jong, Who May Control North Korea",2344,discuss,,,,,,
"US hostage 'murdered' by militants in Yemen, says Hagel",825,discuss,,,,,,
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1722,discuss,,,,,,
Nun gives birth to surprise baby after complaining of stomach pains,433,discuss,,,,,,
Nigeria says ceasefire agreed with Boko Haram,1298,discuss,,,,,,
U.S. arms airdrop fell into ISIS hands: Pentagon,2397,discuss,,,,,,
There has been a shooting at the War Memorial on Parliament Hill. Unconfirmed reports say a soldier was shot.,1089,discuss,,,,,,
ISIS Appears To Behead American Photojournalist In YouTube Video,2450,discuss,,,,,,
Report: Secret Service Lied About White House Fence Jumper,716,discuss,,,,,,
WHO investigates media reports ISIS fighters contracted Ebola,1891,discuss,,,,,,
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2470,discuss,,,,,,
The Arrest of the ISIS Leader's Wife and Son,2268,discuss,,,,,,
Google said to buy six silicon valley buildings for $585 million,2329,discuss,,,,,,
Nigeria Boko Haram blamed for raids despite truce claim,1896,discuss,,,,,,
Shots Heard In Alleged Brown Shooting Recording [AUDIO],721,discuss,,,,,,
Rumor: Seth Rogen to Appear as Woz in Sony's Steve Jobs Film,1262,discuss,,,,,,
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1854,discuss,,,,,,
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1093,discuss,,,,,,
Missing Mexico students not among 28 bodies found in mass grave,1613,discuss,,,,,,
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1891,discuss,,,,,,
Sugarhill Gang's Big Bank Hank Dead At 57,2340,discuss,,,,,,
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,744,discuss,,,,,,
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,1598,discuss,,,,,,
J.J. Abrams Asks Disney To Move Up 'Star Wars: The Force Awakens' Release Date,1269,discuss,,,,,,
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1776,discuss,,,,,,
Newly Discovered Mass Grave Linked to Missing Mexican Students,1613,discuss,,,,,,
Lebanon 'holding IS leader's daughter and ex-wife',1192,discuss,,,,,,
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2118,discuss,,,,,,
Report: Christian Bale Will Play Steve Jobs,1226,discuss,,,,,,
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1634,discuss,,,,,,
Unverified video shows beheading of aid worker David Haines,1757,discuss,,,,,,
Questions raised over Nicaragua 'meteorite',1249,discuss,,,,,,
Texas Truck Winds Up in Syria With Islamic Militants,450,discuss,,,,,,
Video Purports To Show Beheading Of U.S. Journalist By Militants,2388,discuss,,,,,,
ISIS Militants Allegedly Contracted Ebola,1175,discuss,,,,,,
Video messaging service verifies timing of CNN audio recording,2149,discuss,,,,,,
Nigeria and Boko Haram 'agree ceasefire and girls' release',2403,discuss,,,,,,
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1899,discuss,,,,,,
Saddam Hussein’s pilots training Islamic State group,2406,discuss,,,,,,
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2266,discuss,,,,,,
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",632,discuss,,,,,,
#Hairgate: iPhone 6 users say device pulls out hair,1519,discuss,,,,,,
Apple Watch to reportedly offer 'Power Reserve' to help extend battery life,487,discuss,,,,,,
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1175,discuss,,,,,,
"Woman detained in Lebanon is not al-Baghdadi's wife, Iraq says",1143,discuss,,,,,,
Woman Stays In KFC For A Week To Get Over Her Break-Up,2087,discuss,,,,,,
Apple Watch reportedly has low-energy 'power reserve' mode,1911,discuss,,,,,,
Tropical spider 'burrowed under man's skin through scar' - video report,2042,discuss,,,,,,
BREAKING: ISIS Beheads American Journalist James Wright Foley,2388,discuss,,,,,,
ISIS Extremists Claim to Behead British Hostage David Haines,2102,discuss,,,,,,
ISIL video claims beheading of kidnapped journalist James Foley,446,discuss,,,,,,
Mexican students not among bodies found in mass graves,695,discuss,,,,,,
Nicaragua says meteorite probable cause of blast in capital,2154,discuss,,,,,,
Small Meteorite Hits Managua,1622,discuss,,,,,,
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1379,discuss,,,,,,
Islamic State claims to have beheaded American journalist,1580,discuss,,,,,,
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1099,discuss,,,,,,
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",62,discuss,,,,,,
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,2367,discuss,,,,,,
More American Weapons for ISIS,1076,discuss,,,,,,
"Man cuts off manhood, throws it in the bin, after girlfriend leaves over small penis",1560,discuss,,,,,,
Was The Batmobile Stolen In Detroit?,1671,discuss,,,,,,
Rumors about Fidel Castro’s death again circulate on the Internet,2399,discuss,,,,,,
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,459,discuss,,,,,,
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",608,discuss,,,,,,
"Audio captured at time of Michael Brown shooting, company says",1715,discuss,,,,,,
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,1106,discuss,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1613,discuss,,,,,,
ISIL allegedly kills US journalist in video,1966,discuss,,,,,,
This Guy Paid Off His Parents’ Mortgage For Christmas,1599,discuss,,,,,,
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2481,discuss,,,,,,
Rumors of ISIS leader's death debunked,1645,discuss,,,,,,
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,2364,discuss,,,,,,
ISIL militant 'Jihadi John' named by media,1800,discuss,,,,,,
Alleged audio of Michael Brown shooting released,2434,discuss,,,,,,
Heartwarming video shows son revealing he’s paid off parent’s mortgage as a Christmas gift,2036,discuss,,,,,,
"Is Apple about to launch a totally redesigned, 12-inch MacBook Air?",1063,discuss,,,,,,
"Unhappy Customer: Comcast Told My Employer About Complaint, Got Me Fired",2238,discuss,,,,,,
Who Should Play Steve Jobs Now That Christian Bale Quit?,2343,discuss,,,,,,
Vogue's new digs are reportedly swarming with rats,2072,discuss,,,,,,
Low-level marijuana possession could soon land you a ticket instead of arrest in New York City,1368,discuss,,,,,,
Is Kim Jong Un's sister Kim Yo Jong in charge?,689,discuss,,,,,,
US officials: Video shows American's execution,2067,discuss,,,,,,
Lebanon 'holding IS leader's daughter and ex-wife',1468,discuss,,,,,,
"Leader of Qaeda-Linked Somali Group Is Dead, U.S. Says",427,discuss,,,,,,
Mexico checks if 43 missing students in mass grave,2342,discuss,,,,,,
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",1764,discuss,,,,,,
"No, there aren’t any Ebola cases in Iraq",1506,discuss,,,,,,
"So, There Might Be a Rat Infestation at Vogue",788,discuss,,,,,,
ISIS video showing beheading triggers international response,2306,discuss,,,,,,
ISIS fighters seize weapons airdrop meant for Kurds,2397,discuss,,,,,,
Anna Wintour 'refuses to work at new World Trade Center Vogue office due to rat infestation',2263,discuss,,,,,,
Nigeria Boko Haram blamed for raids despite truce claim,1027,discuss,,,,,,
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",2334,discuss,,,,,,
Nicaragua asks U.S. for help investigating meteorite crater,2264,discuss,,,,,,
Weather Reporter Mike Seidel Was Caught Off Guard on Live TV and Appeared to Be Urinating in the Snow -- Watch!,1855,discuss,,,,,,
Boko Haram denies it has agreed ceasefire,1588,discuss,,,,,,
"Cloistered nun gives birth to a baby  The convent: ""There is a sister"" [Google Translate]",706,discuss,,,,,,
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,2202,discuss,,,,,,
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,2144,discuss,,,,,,
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1630,discuss,,,,,,
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2302,discuss,,,,,,
"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say",1606,discuss,,,,,,
Is Durex Planning To Release A Pumpkin Spice Condom?,1708,discuss,,,,,,
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",2163,discuss,,,,,,
ISIS fighters ‘have contracted Ebola’,1615,discuss,,,,,,
Confusion as Cuba’s Castro mourned instead of Kenya’s Fidel,2506,discuss,,,,,,
Boko Haram ceasefire ignored as violence flares in Borno state,1761,discuss,,,,,,
Report: Missing Libyan jetliners raise fears of suicide airliner attacks on 9/11,2208,discuss,,,,,,
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2463,discuss,,,,,,
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1473,discuss,,,,,,
Apple Watch Smartwatch to Ship 15 Million Units Worldwide in 2015,406,discuss,,,,,,
ISIS Getting Ebola,936,discuss,,,,,,
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,1821,discuss,,,,,,
American Predator Drone Circling Islamic State’s Stronghold,2443,discuss,,,,,,
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1602,discuss,,,,,,
"In New York City, Marijuana May Mean Ticket, Not Arrest",1920,discuss,,,,,,
REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11,1197,discuss,,,,,,
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2434,discuss,,,,,,
Report: Secret Service Lied About White House Fence Jumper,1488,discuss,,,,,,
Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas',2266,discuss,,,,,,
Apple Watch battery will require nightly charging,1898,discuss,,,,,,
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,600,discuss,,,,,,
Someone painted a graffiti dick on a $2.5 million car,1144,discuss,,,,,,
Militant Group Says It Killed American Journalist in Syria,2047,discuss,,,,,,
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,2180,discuss,,,,,,
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2144,discuss,,,,,,
Amazon Is Going To Open A Physical Store!,941,discuss,,,,,,
Ottawa investigates reports that Isis has captured Canadian-Israeli woman,2302,discuss,,,,,,
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",2144,discuss,,,,,,
Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border,1946,discuss,,,,,,
ISIS Video Purports To Show Beheading Of British Aid Worker,1097,discuss,,,,,,
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,1565,discuss,,,,,,
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,756,discuss,,,,,,
Alleged audio of Michael Brown shooting released,693,discuss,,,,,,
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2048,discuss,,,,,,
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",2528,discuss,,,,,,
Kurds fear Isis use of chemical weapon in Kobani,964,discuss,,,,,,
Texas plumber baffled after truck ends up in the hands of Syrian rebels,2280,discuss,,,,,,
Islamic State claims to have beheaded American journalist,2495,discuss,,,,,,
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1011,discuss,,,,,,
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",1388,discuss,,,,,,
iOS 8 bug could delete your iCloud Drive documents,2033,discuss,,,,,,
British hostage David Haines beheaded by Islamic State terrorists,1757,discuss,,,,,,
"Fidel Castro Is Dead, According to Viral Twitter Rumors",2028,discuss,,,,,,
"Vice Media Chief Said to Pay $300,000 for Dinner for 30",1077,discuss,,,,,,
Audio recording allegedly captures moment Michael Brown was shot,1564,discuss,,,,,,
"Islamist Militants 'Steal' 11 Commercial Planes In Libya, Sparking Terror Attack Fears",1165,discuss,,,,,,
Michael Brown shooting audio caught on tape?,483,discuss,,,,,,
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1116,discuss,,,,,,
"Why the Gold Apple Watch Edition Must Cost $10,000",645,discuss,,,,,,
Media outlets identify 'Jihadi John',1939,discuss,,,,,,
Report: Nigerian Woman Quarantined in KC with Ebola-Like Symptoms (Video),51,discuss,,,,,,
Isis Syria News: Video Shows US Airdropped Weapons and Grenades 'Captured by Islamic State',2397,discuss,,,,,,
Report: A Radically Redesigned 12-Inch MacBook Air Is Coming,1344,discuss,,,,,,
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",447,discuss,,,,,,
Video Purports To Show Beheading Of U.S. Journalist By Militants,1721,discuss,,,,,,
Pumpkin Spice Condoms Could Be The Only Thing To Save The World From Basic Children,2269,discuss,,,,,,
Canada probes Michael Zehaf-Bibeau as possible suspect in Ottawa shooting - source,1178,discuss,,,,,,
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,379,discuss,,,,,,
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,2155,discuss,,,,,,
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',1744,discuss,,,,,,
HBO and Apple in Talks for $15/Month Apple TV Streaming Service Launching in April,727,discuss,,,,,,
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,390,discuss,,,,,,
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2266,discuss,,,,,,
Amazon is opening its first physical store,2116,discuss,,,,,,
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",478,discuss,,,,,,
WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS,984,discuss,,,,,,
Apple Watch Developers Told to Limit Features to Save Battery Life,1025,discuss,,,,,,
Fence-jumper made it farther in White House than Secret Service let on,2409,discuss,,,,,,
